zipcode,market,slot,claim_cnt,served_flag,density_pred,density_succ
37067,Nashville TN,1500,0,0,0,0
37069,Nashville TN,1700,0,0,0,0
37069,Nashville TN,1900,0,0,0,0
37069,Nashville TN,1300,0,0,0,0
37069,Nashville TN,1500,0,0,0,0
37072,Nashville TN,1700,0,0,0,0
37072,Nashville TN,1900,0,0,0,0
37072,Nashville TN,1300,0,0,0,0
37072,Nashville TN,1500,0,0,0,0
37073,Nashville TN,1700,0,0,0,0
37073,Nashville TN,1900,0,0,0,0
37073,Nashville TN,1300,0,0,0,0
37073,Nashville TN,1500,0,0,0,0
37074,Nashville TN,1700,0,0,0,0
37074,Nashville TN,1900,0,0,0,0
37074,Nashville TN,1300,0,0,0,0
37074,Nashville TN,1500,0,0,0,0
37075,Nashville TN,1700,0,0,0,0
37075,Nashville TN,1900,0,0,0,0
37075,Nashville TN,1300,0,0,0,0
37075,Nashville TN,1500,0,0,0,0
37076,Nashville TN,1700,0,0,0,0
37076,Nashville TN,1900,0,0,0,0
37076,Nashville TN,1300,0,0,0,0
37076,Nashville TN,1500,0,0,0,0
37080,Nashville TN,1700,0,0,0,0
37080,Nashville TN,1900,0,0,0,0
37080,Nashville TN,1300,0,0,0,0
37080,Nashville TN,1500,0,0,0,0
37083,Nashville TN,1700,0,0,0,0
37083,Nashville TN,1900,0,0,0,0
37083,Nashville TN,1300,0,0,0,0
37083,Nashville TN,1500,0,0,0,0
37085,Nashville TN,1700,0,0,0,0
37085,Nashville TN,1900,0,0,0,0
37085,Nashville TN,1300,0,0,0,0
37085,Nashville TN,1500,0,0,0,0
37086,Nashville TN,1700,0,0,0,0
37086,Nashville TN,1900,0,0,0,0
37086,Nashville TN,1300,0,0,0,0
37086,Nashville TN,1500,0,0,0,0
37087,Nashville TN,1700,0,0,0,0
37087,Nashville TN,1900,0,0,0,0
37087,Nashville TN,1300,0,0,0,0
37087,Nashville TN,1500,0,0,0,0
37090,Nashville TN,1700,0,0,0,0
37090,Nashville TN,1900,0,0,0,0
37090,Nashville TN,1300,0,0,0,0
37090,Nashville TN,1500,0,0,0,0
37091,Nashville TN,1700,0,0,0,0
37091,Nashville TN,1900,0,0,0,0
37091,Nashville TN,1300,0,0,0,0
37091,Nashville TN,1500,0,0,0,0
37097,Nashville TN,1700,0,0,0,0
37097,Nashville TN,1900,0,0,0,0
37097,Nashville TN,1300,0,0,0,0
37097,Nashville TN,1500,0,0,0,0
37098,Nashville TN,1700,0,0,0,0
37098,Nashville TN,1900,0,0,0,0
37098,Nashville TN,1300,0,0,0,0
37098,Nashville TN,1500,0,0,0,0
37101,Nashville TN,1700,0,0,0,0
37101,Nashville TN,1900,0,0,0,0
37101,Nashville TN,1300,0,0,0,0
37101,Nashville TN,1500,0,0,0,0
37110,Nashville TN,1700,0,0,0,0
37110,Nashville TN,1900,0,0,0,0
37110,Nashville TN,1300,0,0,0,0
37110,Nashville TN,1500,0,0,0,0
37115,Nashville TN,1700,0,0,0,0
37115,Nashville TN,1900,0,0,0,0
37115,Nashville TN,1300,0,0,0,0
37115,Nashville TN,1500,0,0,0,0
37122,Nashville TN,1700,0,0,0,0
37122,Nashville TN,1900,0,0,0,0
37122,Nashville TN,1300,0,0,0,0
37122,Nashville TN,1500,0,0,0,0
37127,Nashville TN,1700,0,0,0,0
37127,Nashville TN,1900,0,0,0,0
37127,Nashville TN,1300,0,0,0,0
37127,Nashville TN,1500,0,0,0,0
37128,Nashville TN,1700,0,0,0,0
37128,Nashville TN,1900,0,0,0,0
37128,Nashville TN,1300,0,0,0,0
37128,Nashville TN,1500,0,0,0,0
37129,Nashville TN,1700,0,0,0,0
37129,Nashville TN,1900,0,0,0,0
37129,Nashville TN,1300,0,0,0,0
37129,Nashville TN,1500,0,0,0,0
37130,Nashville TN,1700,0,0,0,0
37130,Nashville TN,1900,0,0,0,0
37130,Nashville TN,1300,0,0,0,0
37130,Nashville TN,1500,0,0,0,0
37134,Nashville TN,1700,0,0,0,0
37134,Nashville TN,1900,0,0,0,0
37134,Nashville TN,1300,0,0,0,0
37134,Nashville TN,1500,0,0,0,0
37135,Nashville TN,1700,0,0,0,0
37135,Nashville TN,1900,0,0,0,0
37135,Nashville TN,1300,0,0,0,0
37135,Nashville TN,1500,0,0,0,0
37137,Nashville TN,1700,0,0,0,0
37137,Nashville TN,1900,0,0,0,0
37137,Nashville TN,1300,0,0,0,0
37137,Nashville TN,1500,0,0,0,0
37138,Nashville TN,1700,0,0,0,0
37138,Nashville TN,1900,0,0,0,0
37138,Nashville TN,1300,0,0,0,0
37138,Nashville TN,1500,0,0,0,0
37142,Nashville TN,1700,0,0,0,0
37142,Nashville TN,1900,0,0,0,0
37142,Nashville TN,1300,0,0,0,0
37142,Nashville TN,1500,0,0,0,0
37143,Nashville TN,1700,0,0,0,0
37143,Nashville TN,1900,0,0,0,0
37143,Nashville TN,1300,0,0,0,0
37143,Nashville TN,1500,0,0,0,0
37144,Nashville TN,1700,0,0,0,0
37144,Nashville TN,1900,0,0,0,0
37144,Nashville TN,1300,0,0,0,0
37144,Nashville TN,1500,0,0,0,0
37146,Nashville TN,1700,0,0,0,0
37146,Nashville TN,1900,0,0,0,0
37146,Nashville TN,1300,0,0,0,0
37146,Nashville TN,1500,0,0,0,0
37148,Nashville TN,1700,0,0,0,0
37148,Nashville TN,1900,0,0,0,0
37148,Nashville TN,1300,0,0,0,0
37148,Nashville TN,1500,0,0,0,0
37150,Nashville TN,1700,0,0,0,0
37150,Nashville TN,1900,0,0,0,0
37150,Nashville TN,1300,0,0,0,0
37150,Nashville TN,1500,0,0,0,0
37153,Nashville TN,1700,0,0,0,0
37153,Nashville TN,1900,0,0,0,0
37153,Nashville TN,1300,0,0,0,0
37153,Nashville TN,1500,0,0,0,0
37160,Nashville TN,1700,0,0,0,0
37160,Nashville TN,1900,0,0,0,0
37160,Nashville TN,1300,0,0,0,0
37160,Nashville TN,1500,0,0,0,0
37166,Nashville TN,1700,0,0,0,0
37166,Nashville TN,1900,0,0,0,0
37166,Nashville TN,1300,0,0,0,0
37166,Nashville TN,1500,0,0,0,0
37167,Nashville TN,1700,0,0,0,0
37167,Nashville TN,1900,0,0,0,0
37167,Nashville TN,1300,0,0,0,0
37167,Nashville TN,1500,0,0,0,0
37172,Nashville TN,1700,0,0,0,0
37172,Nashville TN,1900,0,0,0,0
37172,Nashville TN,1300,0,0,0,0
37172,Nashville TN,1500,0,0,0,0
37174,Nashville TN,1700,0,0,0,0
37174,Nashville TN,1900,0,0,0,0
37174,Nashville TN,1300,0,0,0,0
37174,Nashville TN,1500,0,0,0,0
37179,Nashville TN,1700,0,0,0,0
37179,Nashville TN,1900,0,0,0,0
37179,Nashville TN,1300,0,0,0,0
37179,Nashville TN,1500,0,0,0,0
37180,Nashville TN,1700,0,0,0,0
37180,Nashville TN,1900,0,0,0,0
37180,Nashville TN,1300,0,0,0,0
37180,Nashville TN,1500,0,0,0,0
37183,Nashville TN,1700,0,0,0,0
37183,Nashville TN,1900,0,0,0,0
37183,Nashville TN,1300,0,0,0,0
37183,Nashville TN,1500,0,0,0,0
37184,Nashville TN,1700,0,0,0,0
37184,Nashville TN,1900,0,0,0,0
37184,Nashville TN,1300,0,0,0,0
37184,Nashville TN,1500,0,0,0,0
37185,Nashville TN,1700,0,0,0,0
37185,Nashville TN,1900,0,0,0,0
37185,Nashville TN,1300,0,0,0,0
37185,Nashville TN,1500,0,0,0,0
37186,Nashville TN,1700,0,0,0,0
37186,Nashville TN,1900,0,0,0,0
37186,Nashville TN,1300,0,0,0,0
37186,Nashville TN,1500,0,0,0,0
37187,Nashville TN,1700,0,0,0,0
37187,Nashville TN,1900,0,0,0,0
37187,Nashville TN,1300,0,0,0,0
37187,Nashville TN,1500,0,0,0,0
37188,Nashville TN,1700,0,0,0,0
37188,Nashville TN,1900,0,0,0,0
37188,Nashville TN,1300,0,0,0,0
37188,Nashville TN,1500,0,0,0,0
37189,Nashville TN,1700,0,0,0,0
37189,Nashville TN,1900,0,0,0,0
37189,Nashville TN,1300,0,0,0,0
37189,Nashville TN,1500,0,0,0,0
37190,Nashville TN,1700,0,0,0,0
37190,Nashville TN,1900,0,0,0,0
37190,Nashville TN,1300,0,0,0,0
37190,Nashville TN,1500,0,0,0,0
37203,Nashville TN,1700,0,0,0,0
37203,Nashville TN,1900,0,0,0,0
37203,Nashville TN,1300,0,0,0,0
37203,Nashville TN,1500,0,0,0,0
37204,Nashville TN,1700,0,0,0,0
37204,Nashville TN,1900,0,0,0,0
37204,Nashville TN,1300,0,0,0,0
37204,Nashville TN,1500,0,0,0,0
37205,Nashville TN,1700,0,0,0,0
37205,Nashville TN,1900,0,0,0,0
37205,Nashville TN,1300,0,0,0,0
37205,Nashville TN,1500,0,0,0,0
37206,Nashville TN,1700,0,0,0,0
37206,Nashville TN,1900,0,0,0,0
37206,Nashville TN,1300,0,0,0,0
37206,Nashville TN,1500,0,0,0,0
37207,Nashville TN,1700,0,0,0,0
37207,Nashville TN,1900,0,0,0,0
37207,Nashville TN,1300,0,0,0,0
37207,Nashville TN,1500,0,0,0,0
37208,Nashville TN,1700,0,0,0,0
37208,Nashville TN,1900,0,0,0,0
37208,Nashville TN,1300,0,0,0,0
37208,Nashville TN,1500,0,0,0,0
37209,Nashville TN,1700,0,0,0,0
37209,Nashville TN,1900,0,0,0,0
37209,Nashville TN,1300,0,0,0,0
37209,Nashville TN,1500,0,0,0,0
37210,Nashville TN,1700,0,0,0,0
37210,Nashville TN,1900,0,0,0,0
37210,Nashville TN,1300,0,0,0,0
37210,Nashville TN,1500,0,0,0,0
37211,Nashville TN,1700,0,0,0,0
37211,Nashville TN,1900,0,0,0,0
37211,Nashville TN,1300,0,0,0,0
37211,Nashville TN,1500,0,0,0,0
37212,Nashville TN,1700,0,0,0,0
37212,Nashville TN,1900,0,0,0,0
37212,Nashville TN,1300,0,0,0,0
37212,Nashville TN,1500,0,0,0,0
37214,Nashville TN,1700,0,0,0,0
37214,Nashville TN,1900,0,0,0,0
37214,Nashville TN,1300,0,0,0,0
37214,Nashville TN,1500,0,0,0,0
37215,Nashville TN,1700,0,0,0,0
37215,Nashville TN,1900,0,0,0,0
37215,Nashville TN,1300,0,0,0,0
37215,Nashville TN,1500,0,0,0,0
37216,Nashville TN,1700,0,0,0,0
37216,Nashville TN,1900,0,0,0,0
37216,Nashville TN,1300,0,0,0,0
37216,Nashville TN,1500,0,0,0,0
37217,Nashville TN,1700,0,0,0,0
37217,Nashville TN,1900,0,0,0,0
37217,Nashville TN,1300,0,0,0,0
37217,Nashville TN,1500,0,0,0,0
37218,Nashville TN,1700,0,0,0,0
37218,Nashville TN,1900,0,0,0,0
37218,Nashville TN,1300,0,0,0,0
37218,Nashville TN,1500,0,0,0,0
37220,Nashville TN,1700,0,0,0,0
37220,Nashville TN,1900,0,0,0,0
37220,Nashville TN,1300,0,0,0,0
37220,Nashville TN,1500,0,0,0,0
37221,Nashville TN,1700,0,0,0,0
37221,Nashville TN,1900,0,0,0,0
37221,Nashville TN,1300,0,0,0,0
37221,Nashville TN,1500,0,0,0,0
37301,Nashville TN,1700,0,0,0,0
37301,Nashville TN,1900,0,0,0,0
37301,Nashville TN,1300,0,0,0,0
37301,Nashville TN,1500,0,0,0,0
37324,Nashville TN,1700,0,0,0,0
37324,Nashville TN,1900,0,0,0,0
37324,Nashville TN,1300,0,0,0,0
37324,Nashville TN,1500,0,0,0,0
37327,Nashville TN,1700,0,0,0,0
37327,Nashville TN,1900,0,0,0,0
37327,Nashville TN,1300,0,0,0,0
37327,Nashville TN,1500,0,0,0,0
37330,Nashville TN,1700,0,0,0,0
37330,Nashville TN,1900,0,0,0,0
37330,Nashville TN,1300,0,0,0,0
37330,Nashville TN,1500,0,0,0,0
37334,Nashville TN,1700,0,0,0,0
37334,Nashville TN,1900,0,0,0,0
37334,Nashville TN,1300,0,0,0,0
37334,Nashville TN,1500,0,0,0,0
37335,Nashville TN,1700,0,0,0,0
37335,Nashville TN,1900,0,0,0,0
37335,Nashville TN,1300,0,0,0,0
37335,Nashville TN,1500,0,0,0,0
37342,Nashville TN,1700,0,0,0,0
37342,Nashville TN,1900,0,0,0,0
37342,Nashville TN,1300,0,0,0,0
37342,Nashville TN,1500,0,0,0,0
37345,Nashville TN,1700,0,0,0,0
37345,Nashville TN,1900,0,0,0,0
37345,Nashville TN,1300,0,0,0,0
37345,Nashville TN,1500,0,0,0,0
37347,Nashville TN,1700,0,0,0,0
37347,Nashville TN,1900,0,0,0,0
37347,Nashville TN,1300,0,0,0,0
37347,Nashville TN,1500,0,0,0,0
37352,Nashville TN,1700,0,0,0,0
37352,Nashville TN,1900,0,0,0,0
37352,Nashville TN,1300,0,0,0,0
37352,Nashville TN,1500,0,0,0,0
37355,Nashville TN,1700,0,0,0,0
37355,Nashville TN,1900,0,0,0,0
37355,Nashville TN,1300,0,0,0,0
37355,Nashville TN,1500,0,0,0,0
37356,Nashville TN,1700,0,0,0,0
37356,Nashville TN,1900,0,0,0,0
37356,Nashville TN,1300,0,0,0,0
37356,Nashville TN,1500,0,0,0,0
37357,Nashville TN,1700,0,0,0,0
37357,Nashville TN,1900,0,0,0,0
37357,Nashville TN,1300,0,0,0,0
37357,Nashville TN,1500,0,0,0,0
37374,Nashville TN,1700,0,0,0,0
37374,Nashville TN,1900,0,0,0,0
37374,Nashville TN,1300,0,0,0,0
37374,Nashville TN,1500,0,0,0,0
37375,Nashville TN,1700,0,0,0,0
37375,Nashville TN,1900,0,0,0,0
37375,Nashville TN,1300,0,0,0,0
37375,Nashville TN,1500,0,0,0,0
37380,Nashville TN,1700,0,0,0,0
37380,Nashville TN,1900,0,0,0,0
37380,Nashville TN,1300,0,0,0,0
37380,Nashville TN,1500,0,0,0,0
37388,Nashville TN,1700,0,0,0,0
37388,Nashville TN,1900,0,0,0,0
37388,Nashville TN,1300,0,0,0,0
37388,Nashville TN,1500,0,0,0,0
37397,Nashville TN,1700,0,0,0,0
37397,Nashville TN,1900,0,0,0,0
37397,Nashville TN,1300,0,0,0,0
37397,Nashville TN,1500,0,0,0,0
37398,Nashville TN,1700,0,0,0,0
37398,Nashville TN,1900,0,0,0,0
37398,Nashville TN,1300,0,0,0,0
37398,Nashville TN,1500,0,0,0,0
38341,Nashville TN,1700,0,0,0,0
38341,Nashville TN,1900,0,0,0,0
38341,Nashville TN,1300,0,0,0,0
38341,Nashville TN,1500,0,0,0,0
38401,Nashville TN,1700,0,0,0,0
38401,Nashville TN,1900,0,0,0,0
38401,Nashville TN,1300,0,0,0,0
38401,Nashville TN,1500,0,0,0,0
38449,Nashville TN,1700,0,0,0,0
38449,Nashville TN,1900,0,0,0,0
38449,Nashville TN,1300,0,0,0,0
38449,Nashville TN,1500,0,0,0,0
38451,Nashville TN,1700,0,0,0,0
38451,Nashville TN,1900,0,0,0,0
38451,Nashville TN,1300,0,0,0,0
38451,Nashville TN,1500,0,0,0,0
38461,Nashville TN,1700,0,0,0,0
38461,Nashville TN,1900,0,0,0,0
38461,Nashville TN,1300,0,0,0,0
38461,Nashville TN,1500,0,0,0,0
38462,Nashville TN,1700,0,0,0,0
38462,Nashville TN,1900,0,0,0,0
38462,Nashville TN,1300,0,0,0,0
38462,Nashville TN,1500,0,0,0,0
38464,Nashville TN,1700,0,0,0,0
38464,Nashville TN,1900,0,0,0,0
38464,Nashville TN,1300,0,0,0,0
38464,Nashville TN,1500,0,0,0,0
38474,Nashville TN,1700,0,0,0,0
38474,Nashville TN,1900,0,0,0,0
38474,Nashville TN,1300,0,0,0,0
38474,Nashville TN,1500,0,0,0,0
38476,Nashville TN,1700,0,0,0,0
38476,Nashville TN,1900,0,0,0,0
38476,Nashville TN,1300,0,0,0,0
38476,Nashville TN,1500,0,0,0,0
38478,Nashville TN,1700,0,0,0,0
38478,Nashville TN,1900,0,0,0,0
38478,Nashville TN,1300,0,0,0,0
38478,Nashville TN,1500,0,0,0,0
38483,Nashville TN,1700,0,0,0,0
38483,Nashville TN,1900,0,0,0,0
38483,Nashville TN,1300,0,0,0,0
38483,Nashville TN,1500,0,0,0,0
38501,Nashville TN,1700,0,0,0,0
38501,Nashville TN,1900,0,0,0,0
38501,Nashville TN,1300,0,0,0,0
38501,Nashville TN,1500,0,0,0,0
38506,Nashville TN,1700,0,0,0,0
38506,Nashville TN,1900,0,0,0,0
38506,Nashville TN,1300,0,0,0,0
38506,Nashville TN,1500,0,0,0,0
38544,Nashville TN,1700,0,0,0,0
38544,Nashville TN,1900,0,0,0,0
38544,Nashville TN,1300,0,0,0,0
38544,Nashville TN,1500,0,0,0,0
38549,Nashville TN,1700,0,0,0,0
38549,Nashville TN,1900,0,0,0,0
38549,Nashville TN,1300,0,0,0,0
38549,Nashville TN,1500,0,0,0,0
38551,Nashville TN,1700,0,0,0,0
38551,Nashville TN,1900,0,0,0,0
38551,Nashville TN,1300,0,0,0,0
38551,Nashville TN,1500,0,0,0,0
38555,Nashville TN,1700,0,0,0,0
38555,Nashville TN,1900,0,0,0,0
38555,Nashville TN,1300,0,0,0,0
38555,Nashville TN,1500,0,0,0,0
38562,Nashville TN,1700,0,0,0,0
38562,Nashville TN,1900,0,0,0,0
38562,Nashville TN,1300,0,0,0,0
38562,Nashville TN,1500,0,0,0,0
38570,Nashville TN,1700,0,0,0,0
38570,Nashville TN,1900,0,0,0,0
38570,Nashville TN,1300,0,0,0,0
38570,Nashville TN,1500,0,0,0,0
38571,Nashville TN,1700,0,0,0,0
38571,Nashville TN,1900,0,0,0,0
38571,Nashville TN,1300,0,0,0,0
38571,Nashville TN,1500,0,0,0,0
38574,Nashville TN,1700,0,0,0,0
38574,Nashville TN,1900,0,0,0,0
38574,Nashville TN,1300,0,0,0,0
38574,Nashville TN,1500,0,0,0,0
38581,Nashville TN,1700,0,0,0,0
38581,Nashville TN,1900,0,0,0,0
38581,Nashville TN,1300,0,0,0,0
38581,Nashville TN,1500,0,0,0,0
38582,Nashville TN,1700,0,0,0,0
38582,Nashville TN,1900,0,0,0,0
38582,Nashville TN,1300,0,0,0,0
38582,Nashville TN,1500,0,0,0,0
38583,Nashville TN,1700,0,0,0,0
38583,Nashville TN,1900,0,0,0,0
38583,Nashville TN,1300,0,0,0,0
38583,Nashville TN,1500,0,0,0,0
38587,Nashville TN,1700,0,0,0,0
38587,Nashville TN,1900,0,0,0,0
38587,Nashville TN,1300,0,0,0,0
38587,Nashville TN,1500,0,0,0,0
42101,Nashville TN,1700,0,0,0,0
42101,Nashville TN,1900,0,0,0,0
42101,Nashville TN,1300,0,0,0,0
42101,Nashville TN,1500,0,0,0,0
42103,Nashville TN,1700,0,0,0,0
42103,Nashville TN,1900,0,0,0,0
42103,Nashville TN,1300,0,0,0,0
42103,Nashville TN,1500,0,0,0,0
42104,Nashville TN,1700,0,0,0,0
42104,Nashville TN,1900,0,0,0,0
42104,Nashville TN,1300,0,0,0,0
42104,Nashville TN,1500,0,0,0,0
42134,Nashville TN,1700,0,0,0,0
42134,Nashville TN,1900,0,0,0,0
42134,Nashville TN,1300,0,0,0,0
42134,Nashville TN,1500,0,0,0,0
42211,Nashville TN,1700,0,0,0,0
42211,Nashville TN,1900,0,0,0,0
42211,Nashville TN,1300,0,0,0,0
42211,Nashville TN,1500,0,0,0,0
42223,Nashville TN,1700,0,0,0,0
42223,Nashville TN,1900,0,0,0,0
42223,Nashville TN,1300,0,0,0,0
42223,Nashville TN,1500,0,0,0,0
42240,Nashville TN,1700,0,0,0,0
42240,Nashville TN,1900,0,0,0,0
42240,Nashville TN,1300,0,0,0,0
42240,Nashville TN,1500,0,0,0,0
42262,Nashville TN,1700,0,0,0,0
42262,Nashville TN,1900,0,0,0,0
42262,Nashville TN,1300,0,0,0,0
42262,Nashville TN,1500,0,0,0,0
42445,Nashville TN,1700,0,0,0,0
42445,Nashville TN,1900,0,0,0,0
42445,Nashville TN,1300,0,0,0,0
42445,Nashville TN,1500,0,0,0,0
